book,chart,first_week,last_week,weekly_charts,rows,first_page,last_page
2015_us_singles,Rock Digital Sales,2015-01-03,2015-12-26,52,2600,4271,4322
2015_us_singles,Rock Streaming Songs,2015-01-03,2015-12-26,52,1300,4445,4472
2015_us_singles,Hard Rock Digital Song Sales,2015-01-03,2015-12-26,52,1300,4544,4571
2015_us_singles,Alternative Digital Song Sales,2015-01-03,2015-12-26,52,1300,4658,4685
2015_us_singles,Country Recurrent Airplay,2015-01-03,2015-12-26,52,1040,4776,4798
2015_us_singles,Radio Songs,2015-01-03,2015-12-26,52,2600,4884,4935
2015_us_singles,Radio Songs Recurrents,2015-01-03,2015-12-26,52,1300,5048,5075
2015_us_singles,R&B Airplay,2015-01-03,2015-12-26,52,2600,5182,5233
2015_us_singles,R&B Radio Monitor Recurrent,2015-01-03,2015-12-26,52,520,5331,5342
2015_us_singles,Top 40 Radio - Pop,2015-01-03,2015-12-26,52,2080,5419,5462
2015_us_singles,Top 40 Radio - Rhythmic,2015-01-03,2015-12-26,52,2080,5566,5609
2015_us_singles,Adult R&B Airplay,2015-01-03,2015-12-26,52,1560,5698,5730
2015_us_singles,Mainstream R&B Hip-Hop Airplay,2015-01-03,2015-12-26,52,2080,5824,5867
2015_us_singles,Mainstream Top 40 Recurrents,2015-01-03,2015-12-26,52,1040,5954,5976
2015_us_singles,Rap Airplay,2015-01-03,2015-12-26,52,1300,6048,6075
2015_us_singles,Hot Dance Airplay,2015-01-03,2015-12-26,52,2080,6176,6219
2015_us_singles,Rock Airplay,2015-01-03,2015-12-26,52,2600,6313,6364
2015_us_singles,Bubbling Under The Hot 100,2015-01-03,2015-12-26,52,1300,6511,6538
2015_us_singles,Bubbling Under The R&B Singles Chart,2015-01-03,2015-12-26,52,520,6669,6680
2016_us_singles,Billboard Hot 100,2016-01-02,2016-12-31,53,5300,116,221
2016_us_singles,Country Singles Chart,2016-01-02,2016-12-31,53,3180,400,465
2016_us_singles,Rhythm And Blues Singles Chart,2016-01-02,2016-12-31,53,2650,600,652
2016_us_singles,Adult Contemporary,2016-01-02,2016-12-31,53,1590,766,799
2016_us_singles,Hot Rap Singles,2016-01-02,2016-12-31,53,1325,892,920
2016_us_singles,Adult Pop Songs,2016-01-02,2016-12-31,53,2120,1013,1057
2016_us_singles,Adult Pop Songs - Recurrent,2016-01-02,2016-12-31,53,1060,1129,1151
2016_us_singles,Digital Song Sales,2016-01-02,2016-12-31,53,2650,1262,1314
2016_us_singles,Hot Rock Songs,2016-01-02,2016-12-31,53,2650,1474,1526
2016_us_singles,Mainstream Rock Tracks,2016-01-02,2016-12-31,53,2120,1649,1693
2016_us_singles,Modern Rock Tracks,2016-01-02,2016-12-31,53,2120,1783,1827
2016_us_singles,Hot 100 Recurrent Singles,2016-01-02,2016-12-31,53,1325,1919,1947
2016_us_singles,Adult Contemporary Recurrents,2016-01-02,2016-12-31,53,1060,2029,2051
2016_us_singles,Country Airplay,2016-01-02,2016-12-31,53,2650,2120,2172
2016_us_singles,Disco Singles,2016-01-02,2016-12-31,53,2915,2323,2383
2016_us_singles,Holiday Digital Song Sales,2016-01-02,2016-12-31,13,650,2512,2524
2016_us_singles,Songs Of Summer,2016-06-18,2016-09-17,14,280,2591,2596
2016_us_singles,On Demand Streaming,2016-01-02,2016-12-31,53,2650,2674,2726
2016_us_singles,Pop Digital Sales,2016-01-02,2016-12-31,53,1325,2840,2868
2016_us_singles,Streaming Songs,2016-01-02,2016-12-31,53,2650,2970,3022
2016_us_singles,Country Digital Sales,2016-01-02,2016-12-31,53,2525,3142,3192
2016_us_singles,Country Streaming Songs,2016-01-02,2016-12-31,53,1325,3297,3325
2016_us_singles,R&B Digital Song Sales,2016-01-02,2016-12-31,53,1325,3405,3433
2016_us_singles,R&B Streaming Songs,2016-01-02,2016-12-31,53,1325,3518,3546
2016_us_singles,R&B Hip-Hop Digital Sales,2016-01-02,2016-12-31,53,2525,3664,3714
2016_us_singles,R&B Hip-Hop Streaming Songs,2016-01-02,2016-12-31,53,1325,3841,3869
2016_us_singles,Hot R&B Songs,2016-01-02,2016-12-31,53,1325,3950,3978
2016_us_singles,Rap Digital Sales,2016-01-02,2016-12-31,53,2525,4103,4153
2016_us_singles,Rap Streaming Songs,2016-01-02,2016-12-31,53,1325,4277,4305
2016_us_singles,Rock Digital Sales,2016-01-02,2016-12-31,53,2525,4413,4463
2016_us_singles,Rock Streaming Songs,2016-01-02,2016-12-31,53,1325,4593,4621
2016_us_singles,Hard Rock Digital Song Sales,2016-01-02,2016-12-31,53,1325,4693,4721
2016_us_singles,Alternative Digital Song Sales,2016-01-02,2016-12-31,53,1325,4812,4840
2016_us_singles,Country Recurrent Airplay,2016-01-02,2016-12-31,53,1060,4933,4955
2016_us_singles,Radio Songs,2016-01-02,2016-12-31,53,2650,5040,5092
2016_us_singles,Radio Songs Recurrents,2016-01-02,2016-12-31,53,1325,5197,5225
2016_us_singles,R&B Airplay,2016-01-02,2016-12-31,53,2650,5329,5381
2016_us_singles,R&B Radio Monitor Recurrent,2016-01-02,2016-12-31,53,530,5480,5491
2016_us_singles,Top 40 Radio - Pop,2016-01-02,2016-12-31,53,2120,5569,5613
2016_us_singles,Top 40 Radio - Rhythmic,2016-01-02,2016-12-31,53,2120,5719,5763
2016_us_singles,Adult R&B Airplay,2016-01-02,2016-12-31,53,1590,5851,5884
2016_us_singles,Mainstream R&B Hip-Hop Airplay,2016-01-02,2016-12-31,53,2120,5975,6019
2016_us_singles,Mainstream Top 40 Recurrents,2016-01-02,2016-12-31,53,1060,6105,6127
2016_us_singles,Rap Airplay,2016-01-02,2016-12-31,53,1325,6199,6227
2016_us_singles,Hot Dance Airplay,2016-01-02,2016-12-31,53,2120,6328,6372
2016_us_singles,Rock Airplay,2016-01-02,2016-12-31,53,2650,6468,6520
2016_us_singles,Bubbling Under The Hot 100,2016-01-02,2016-12-31,53,1325,6666,6694
2016_us_singles,Bubbling Under The R&B Singles Chart,2016-01-02,2016-12-31,53,530,6822,6833
2017_us_singles,Billboard Hot 100,2017-01-07,2017-12-30,52,5200,126,230
2017_us_singles,Country Singles Chart,2017-01-07,2017-12-30,52,3120,406,470
2017_us_singles,Rhythm And Blues Singles Chart,2017-01-07,2017-12-30,52,2600,611,662
2017_us_singles,Adult Contemporary,2017-01-07,2017-12-30,52,1560,781,813
2017_us_singles,Hot Rap Singles,2017-01-07,2017-12-30,52,1300,902,929
2017_us_singles,Adult Pop Songs,2017-01-07,2017-12-30,52,2080,1024,1067
2017_us_singles,Adult Pop Songs - Recurrent,2017-01-07,2017-12-30,52,1040,1143,1165
2017_us_singles,Digital Song Sales,2017-01-07,2017-12-30,52,2600,1284,1336
2017_us_singles,Hot Rock Songs,2017-01-07,2017-12-30,52,2600,1502,1553
2017_us_singles,Mainstream Rock Tracks,2017-01-07,2017-12-30,52,2080,1682,1725
2017_us_singles,Modern Rock Tracks,2017-01-07,2017-12-30,52,2080,1811,1854
2017_us_singles,Hot 100 Recurrent Singles,2017-01-07,2017-12-30,52,1300,1950,1977
2017_us_singles,Adult Contemporary Recurrents,2017-01-07,2017-12-30,52,1040,2059,2081
2017_us_singles,Country Airplay,2017-01-07,2017-12-30,52,2600,2146,2197
2017_us_singles,Disco Singles,2017-01-07,2017-12-30,52,2860,2347,2406
2017_us_singles,Holiday Digital Song Sales,2017-01-07,2017-12-30,12,600,2534,2545
2017_us_singles,Songs Of Summer,2017-06-17,2017-09-16,14,280,2613,2618
2017_us_singles,On Demand Streaming,2017-01-07,2017-12-30,52,2600,2705,2756
2017_us_singles,Pop Digital Sales,2017-01-07,2017-12-30,52,1300,2895,2922
2017_us_singles,Streaming Songs,2017-01-07,2017-12-30,52,2600,3034,3085
2017_us_singles,Country Digital Sales,2017-01-07,2017-12-30,52,1300,3193,3220
2017_us_singles,Country Streaming Songs,2017-01-07,2017-12-30,52,1300,3296,3323
2017_us_singles,R&B Digital Song Sales,2017-01-07,2017-12-30,52,1300,3404,3431
2017_us_singles,R&B Streaming Songs,2017-01-07,2017-12-30,52,1300,3513,3540
2017_us_singles,R&B Hip-Hop Digital Sales,2017-01-07,2017-12-30,52,1300,3633,3660
2017_us_singles,R&B Hip-Hop Streaming Songs,2017-01-07,2017-12-30,52,1300,3754,3781
2017_us_singles,Hot R&B Songs,2017-01-07,2017-12-30,52,1300,3860,3887
2017_us_singles,Rap Digital Sales,2017-01-07,2017-12-30,52,1300,3993,4020
2017_us_singles,Rap Streaming Songs,2017-01-07,2017-12-30,52,1300,4118,4145
2017_us_singles,Rock Digital Sales,2017-01-07,2017-12-30,52,1300,4246,4273
2017_us_singles,Rock Streaming Songs,2017-01-07,2017-12-30,52,1300,4369,4396
2017_us_singles,Hard Rock Digital Song Sales,2017-01-07,2017-12-30,52,1300,4473,4500
2017_us_singles,Alternative Digital Song Sales,2017-01-07,2017-12-30,52,1300,4606,4633
2017_us_singles,Country Recurrent Airplay,2017-01-07,2017-12-30,52,1040,4728,4750
2017_us_singles,Radio Songs,2017-01-07,2017-12-30,52,2600,4835,4886
2017_us_singles,Radio Songs Recurrents,2017-01-07,2017-12-30,52,1300,4993,5020
2017_us_singles,R&B Airplay,2017-01-07,2017-12-30,52,2600,5125,5176
2017_us_singles,R&B Radio Monitor Recurrent,2017-01-07,2017-12-30,52,520,5273,5284
2017_us_singles,Top 40 Radio - Pop,2017-01-07,2017-12-30,52,2080,5363,5406
2017_us_singles,Top 40 Radio - Rhythmic,2017-01-07,2017-12-30,52,2080,5512,5555
2017_us_singles,Adult R&B Airplay,2017-01-07,2017-12-30,52,1560,5641,5673
2017_us_singles,Mainstream R&B Hip-Hop Airplay,2017-01-07,2017-12-30,52,2080,5766,5809
2017_us_singles,Mainstream Top 40 Recurrents,2017-01-07,2017-12-30,52,1040,5898,5920
2017_us_singles,Rap Airplay,2017-01-07,2017-12-30,52,1300,5990,6017
2017_us_singles,Hot Dance Airplay,2017-01-07,2017-12-30,52,2080,6126,6169
2017_us_singles,Rock Airplay,2017-01-07,2017-12-30,52,2600,6266,6317
2017_us_singles,Bubbling Under The Hot 100,2017-01-07,2017-12-30,52,1300,6479,6506
2017_us_singles,Bubbling Under The R&B Singles Chart,2017-01-07,2017-12-30,52,520,6647,6658
2018_us_singles,Billboard Hot 100,2018-01-03,2018-12-29,53,5300,139,244
2018_us_singles,Country Singles Chart,2018-01-03,2018-12-29,53,3180,445,510
2018_us_singles,Rhythm And Blues Singles Chart,2018-01-03,2018-12-29,53,2650,662,714
2018_us_singles,Adult Contemporary,2018-01-03,2018-12-29,53,1590,851,884
2018_us_singles,Hot Rap Singles,2018-01-03,2018-12-29,53,1325,981,1009
2018_us_singles,Adult Pop Songs,2018-01-03,2018-12-29,53,2120,1113,1157
2018_us_singles,Adult Pop Songs - Recurrent,2018-01-03,2018-12-29,53,1060,1232,1254
2018_us_singles,Digital Song Sales,2018-01-03,2018-12-29,53,2650,1382,1435
2018_us_singles,Hot Rock Songs,2018-01-03,2018-12-29,53,2650,1614,1666
2018_us_singles,Mainstream Rock Tracks,2018-01-03,2018-12-29,53,2120,1795,1839
2018_us_singles,Modern Rock Tracks,2018-01-03,2018-12-29,53,2120,1930,1974
2018_us_singles,Hot 100 Recurrent Singles,2018-01-03,2018-12-29,53,1325,2070,2098
2018_us_singles,Adult Contemporary Recurrents,2018-01-03,2018-12-29,53,1060,2182,2204
2018_us_singles,Country Airplay,2018-01-03,2018-12-29,53,2650,2267,2319
2018_us_singles,Disco Singles,2018-01-03,2018-12-29,53,2915,2470,2530
2018_us_singles,Holiday Digital Song Sales,2018-01-03,2018-12-29,13,650,2660,2672
2018_us_singles,Songs Of Summer,2018-06-09,2018-09-08,14,280,2740,2745
2018_us_singles,On Demand Streaming,2018-01-03,2018-12-29,53,2650,2854,2906
2018_us_singles,Pop Digital Sales,2018-01-03,2018-12-29,53,1325,3072,3100
2018_us_singles,Streaming Songs,2018-01-03,2018-12-29,53,2650,3230,3282
2018_us_singles,Country Digital Sales,2018-01-03,2018-12-29,53,1325,3418,3446
2018_us_singles,Country Streaming Songs,2018-01-03,2018-12-29,53,1325,3524,3552
2018_us_singles,R&B Digital Song Sales,2018-01-03,2018-12-29,53,1325,3644,3672
2018_us_singles,R&B Streaming Songs,2018-01-03,2018-12-29,53,1325,3774,3802
2018_us_singles,R&B Hip-Hop Digital Sales,2018-01-03,2018-12-29,53,1325,3913,3941
2018_us_singles,R&B Hip-Hop Streaming Songs,2018-01-03,2018-12-29,53,1325,4056,4084
2018_us_singles,Hot R&B Songs,2018-01-03,2018-12-29,53,1325,4186,4214
2018_us_singles,Rap Digital Sales,2018-01-03,2018-12-29,53,1325,4324,4352
2018_us_singles,Rap Streaming Songs,2018-01-03,2018-12-29,53,1325,4460,4488
2018_us_singles,Rock Digital Sales,2018-01-03,2018-12-29,53,1325,4591,4619
2018_us_singles,Rock Streaming Songs,2018-01-03,2018-12-29,53,1325,4707,4735
2018_us_singles,Hard Rock Digital Song Sales,2018-01-03,2018-12-29,53,1325,4807,4835
2018_us_singles,Alternative Digital Song Sales,2018-01-03,2018-12-29,53,1325,4927,4955
2018_us_singles,Country Recurrent Airplay,2018-01-03,2018-12-29,53,1060,5048,5070
2018_us_singles,Radio Songs,2018-01-03,2018-12-29,53,2650,5158,5210
2018_us_singles,Radio Songs Recurrents,2018-01-03,2018-12-29,53,1325,5318,5346
2018_us_singles,R&B Airplay,2018-01-03,2018-12-29,53,2650,5450,5502
2018_us_singles,R&B Radio Monitor Recurrent,2018-01-03,2018-12-29,53,530,5597,5608
2018_us_singles,Top 40 Radio - Pop,2018-01-03,2018-12-29,53,2120,5687,5731
2018_us_singles,Top 40 Radio - Rhythmic,2018-01-03,2018-12-29,53,2120,5840,5884
2018_us_singles,Adult R&B Airplay,2018-01-03,2018-12-29,53,1590,5971,6004
2018_us_singles,Mainstream R&B Hip-Hop Airplay,2018-01-03,2018-12-29,53,2120,6100,6144
2018_us_singles,Mainstream Top 40 Recurrents,2018-01-03,2018-12-29,53,1060,6234,6256
2018_us_singles,Rap Airplay,2018-01-03,2018-12-29,53,1325,6332,6360
2018_us_singles,Hot Dance Airplay,2018-01-03,2018-12-29,53,2120,6469,6513
2018_us_singles,Rock Airplay,2018-01-03,2018-12-29,53,2650,6612,6664
2018_us_singles,Bubbling Under The Hot 100,2018-01-03,2018-12-29,53,1325,6835,6863
2018_us_singles,Bubbling Under The R&B Singles Chart,2018-01-03,2018-12-29,53,530,7011,7022
2019_us_singles,Billboard Hot 100,2019-01-05,2019-12-28,52,5200,137,240
2019_us_singles,Country Singles Chart,2019-01-05,2019-12-28,52,3120,428,492
2019_us_singles,Rhythm And Blues Singles Chart,2019-01-05,2019-12-28,52,2600,637,688
2019_us_singles,Adult Contemporary,2019-01-05,2019-12-28,52,1560,807,839
2019_us_singles,Hot Rap Singles,2019-01-05,2019-12-28,52,1300,927,954
2019_us_singles,Adult Pop Songs,2019-01-05,2019-12-28,52,2080,1050,1093
2019_us_singles,Adult Pop Songs - Recurrent,2019-01-05,2019-11-23,47,940,1171,1191
2019_us_singles,Digital Song Sales,2019-01-05,2019-12-28,52,2600,1325,1377
2019_us_singles,Hot Rock Songs,2019-01-05,2019-12-28,52,2600,1573,1624
2019_us_singles,Mainstream Rock Tracks,2019-01-05,2019-12-28,52,2080,1767,1810
2019_us_singles,Modern Rock Tracks,2019-01-05,2019-12-28,52,2080,1899,1942
2019_us_singles,Hot 100 Recurrent Singles,2019-01-05,2019-12-28,52,1300,2032,2059
2019_us_singles,Adult Contemporary Recurrents,2019-01-05,2019-11-23,47,940,2141,2161
2019_us_singles,Country Airplay,2019-01-05,2019-12-28,52,2600,2230,2282
2019_us_singles,Disco Singles,2019-01-05,2019-12-28,52,2860,2435,2494
2019_us_singles,Holiday Digital Song Sales,2019-01-05,2019-12-28,12,600,2626,2637
2019_us_singles,Songs Of Summer,2019-06-08,2019-09-07,14,280,2709,2714
2019_us_singles,On Demand Streaming,2019-01-05,2019-12-28,52,2450,2814,2863
2019_us_singles,Pop Digital Sales,2019-01-05,2019-11-23,47,1175,3014,3038
2019_us_singles,Streaming Songs,2019-01-05,2019-12-28,52,2600,3166,3217
2019_us_singles,Country Digital Sales,2019-01-05,2019-12-28,52,1300,3348,3375
2019_us_singles,Country Streaming Songs,2019-01-05,2019-12-28,52,1300,3455,3482
2019_us_singles,R&B Digital Song Sales,2019-01-05,2019-12-28,52,1236,3578,3604
2019_us_singles,R&B Streaming Songs,2019-01-05,2019-12-28,52,1235,3712,3738
2019_us_singles,R&B Hip-Hop Digital Sales,2019-01-05,2019-12-28,52,1300,3852,3879
2019_us_singles,R&B Hip-Hop Streaming Songs,2019-01-05,2019-12-28,52,1300,3988,4015
2019_us_singles,Hot R&B Songs,2019-01-05,2019-12-28,52,1300,4110,4137
2019_us_singles,Rap Digital Sales,2019-01-05,2019-12-28,52,1240,4242,4268
2019_us_singles,Rap Streaming Songs,2019-01-05,2019-12-28,52,1240,4370,4396
2019_us_singles,Rock Digital Sales,2019-01-05,2019-12-28,52,1300,4504,4531
2019_us_singles,Rock Streaming Songs,2019-01-05,2019-12-28,52,1300,4626,4653
2019_us_singles,Hard Rock Digital Song Sales,2019-01-05,2019-12-28,52,1300,4728,4755
2019_us_singles,Alternative Digital Song Sales,2019-01-05,2019-12-28,52,1300,4849,4876
2019_us_singles,Country Recurrent Airplay,2019-01-05,2019-11-23,47,940,4968,4988
2019_us_singles,Radio Songs,2019-01-05,2019-12-28,52,2600,5074,5125
2019_us_singles,Radio Songs Recurrents,2019-01-05,2019-11-23,47,1173,5226,5250
2019_us_singles,R&B Airplay,2019-01-05,2019-12-28,52,2600,5350,5401
2019_us_singles,R&B Radio Monitor Recurrent,2019-01-05,2019-12-28,52,520,5500,5511
2019_us_singles,Top 40 Radio - Pop,2019-01-05,2019-12-28,52,2080,5591,5634
2019_us_singles,Top 40 Radio - Rhythmic,2019-01-05,2019-12-28,52,2080,5746,5789
2019_us_singles,Adult R&B Airplay,2019-01-05,2019-12-28,52,1560,5879,5911
2019_us_singles,Mainstream R&B Hip-Hop Airplay,2019-01-05,2019-12-28,52,2080,6008,6051
2019_us_singles,Mainstream Top 40 Recurrents,2019-01-05,2019-12-28,52,1040,6137,6159
2019_us_singles,Rap Airplay,2019-01-05,2019-12-28,52,1300,6234,6261
2019_us_singles,Hot Dance Airplay,2019-01-05,2019-12-28,52,2080,6375,6418
2019_us_singles,Rock Airplay,2019-01-05,2019-12-28,52,2600,6522,6573
2019_us_singles,Bubbling Under The Hot 100,2019-01-05,2019-12-28,52,1300,6737,6764
2019_us_singles,Bubbling Under The R&B Singles Chart,2019-01-05,2019-12-28,52,520,6913,6924
2020_us_singles,Billboard Hot 100,2020-01-04,2020-12-26,52,5200,149,252
2020_us_singles,Country Singles Chart,2020-01-04,2020-12-26,52,3120,474,538
2020_us_singles,Rhythm And Blues Singles Chart,2020-01-04,2020-12-26,52,2600,691,742
2020_us_singles,Adult Contemporary,2020-01-04,2020-12-26,52,1560,884,916
2020_us_singles,Hot Rap Singles,2020-01-04,2020-12-26,52,1300,1012,1039
2020_us_singles,Adult Pop Songs,2020-01-04,2020-12-26,52,2080,1143,1186
2020_us_singles,Digital Song Sales,2020-01-04,2020-12-26,52,2600,1350,1401
2020_us_singles,Hot Rock Songs,2020-01-04,2020-12-26,52,2600,1615,1666
2020_us_singles,Mainstream Rock Tracks,2020-01-04,2020-12-26,52,2080,1806,1849
2020_us_singles,Modern Rock Tracks,2020-01-04,2020-12-26,52,2080,1935,1978
2020_us_singles,Hot 100 Recurrent Singles,2020-01-04,2020-12-26,52,1300,2072,2099
2020_us_singles,Country Airplay,2020-01-04,2020-12-26,52,2600,2197,2248
2020_us_singles,Disco Singles,2020-01-04,2020-03-28,13,715,2352,2366
2020_us_singles,Holiday Digital Song Sales,2020-01-04,2020-12-26,14,700,2457,2470
2020_us_singles,Songs Of Summer,2020-06-06,2020-09-12,15,300,2555,2561
2020_us_singles,On Demand Streaming,2020-01-04,2020-08-08,32,800,2634,2650
2020_us_singles,Streaming Songs,2020-01-04,2020-12-26,52,2600,2796,2847
2020_us_singles,Country Digital Sales,2020-01-04,2020-12-26,52,1300,3014,3041
2020_us_singles,Country Streaming Songs,2020-01-04,2020-12-26,52,1300,3133,3160
2020_us_singles,R&B Digital Song Sales,2020-01-04,2020-12-26,52,780,3248,3264
2020_us_singles,R&B Streaming Songs,2020-01-04,2020-12-26,52,780,3347,3363
2020_us_singles,R&B Hip-Hop Digital Sales,2020-01-04,2020-12-26,52,1300,3479,3506
2020_us_singles,R&B Hip-Hop Streaming Songs,2020-01-04,2020-12-26,52,1300,3636,3663
2020_us_singles,Hot R&B Songs,2020-01-04,2020-12-26,52,1300,3775,3802
2020_us_singles,Rap Digital Sales,2020-01-04,2020-12-26,52,780,3914,3931
2020_us_singles,Rap Streaming Songs,2020-01-04,2020-12-26,52,780,4020,4036
2020_us_singles,Rock Digital Sales,2020-01-04,2020-12-26,52,1300,4151,4178
2020_us_singles,Rock Streaming Songs,2020-01-04,2020-12-26,52,1300,4300,4327
2020_us_singles,Hard Rock Digital Song Sales,2020-01-04,2020-12-26,52,1300,4416,4443
2020_us_singles,Hard Rock Streaming Songs,2020-06-13,2020-12-26,29,725,4522,4537
2020_us_singles,Hot Alternative Songs,2020-06-13,2020-12-26,29,725,4584,4599
2020_us_singles,Alternative Digital Song Sales,2020-01-04,2020-12-26,52,1300,4690,4717
2020_us_singles,Alternative Streaming Songs,2020-06-13,2020-12-26,29,725,4810,4825
2020_us_singles,Hot Hard Rock Songs,2020-06-13,2020-12-26,29,725,4882,4897
2020_us_singles,Radio Songs,2020-01-04,2020-12-26,52,2600,4986,5037
2020_us_singles,R&B Airplay,2020-01-04,2020-12-26,52,2600,5156,5207
2020_us_singles,R&B Radio Monitor Recurrent,2020-01-04,2020-08-08,32,320,5298,5305
2020_us_singles,Top 40 Radio - Pop,2020-01-04,2020-12-26,52,2080,5377,5420
2020_us_singles,Top 40 Radio - Rhythmic,2020-01-04,2020-12-26,52,2080,5526,5569
2020_us_singles,Adult R&B Airplay,2020-01-04,2020-12-26,52,1560,5659,5691
2020_us_singles,Mainstream R&B Hip-Hop Airplay,2020-01-04,2020-12-26,52,2080,5783,5826
2020_us_singles,Mainstream Top 40 Recurrents,2020-01-04,2020-12-26,52,1040,5906,5928
2020_us_singles,Rap Airplay,2020-01-04,2020-12-26,52,1300,5996,6023
2020_us_singles,Hot Dance Airplay,2020-01-04,2020-12-26,52,2080,6134,6177
2020_us_singles,Rock Airplay,2020-01-04,2020-12-26,52,2600,6282,6333
2020_us_singles,Bubbling Under The Hot 100,2020-01-04,2020-12-26,52,1300,6500,6527
2020_us_singles,Bubbling Under The R&B Singles Chart,2020-01-04,2020-01-11,2,20,6624,6624
2021_us_singles,Billboard Hot 100,2021-01-02,2021-12-25,52,5200,158,261
2021_us_singles,Country Singles Chart,2021-01-02,2021-12-25,52,3120,476,540
2021_us_singles,Rhythm And Blues Singles Chart,2021-01-02,2021-12-25,52,2600,706,757
2021_us_singles,Adult Contemporary,2021-01-02,2021-12-25,52,1560,904,936
2021_us_singles,Hot Rap Singles,2021-01-02,2021-12-25,52,1300,1047,1074
2021_us_singles,Adult Pop Songs,2021-01-02,2021-12-25,52,2080,1184,1227
2021_us_singles,Digital Song Sales,2021-01-02,2021-12-25,52,2600,1395,1447
2021_us_singles,Hot Rock Songs,2021-01-02,2021-12-25,52,2600,1675,1726
2021_us_singles,Mainstream Rock Tracks,2021-01-02,2021-12-25,52,2080,1864,1907
2021_us_singles,Modern Rock Tracks,2021-01-02,2021-12-25,52,2080,2002,2045
2021_us_singles,Hot 100 Recurrent Singles,2021-01-02,2021-12-25,52,1300,2139,2166
2021_us_singles,Country Airplay,2021-01-02,2021-12-25,52,2600,2266,2317
2021_us_singles,Holiday Digital Song Sales,2021-01-02,2021-12-25,6,300,2411,2416
2021_us_singles,Songs Of Summer,2021-06-26,2021-09-11,12,240,2479,2484
2021_us_singles,Streaming Songs,2021-01-02,2021-12-25,52,2600,2597,2648
2021_us_singles,Country Digital Sales,2021-01-02,2021-12-25,52,1300,2811,2838
2021_us_singles,Country Streaming Songs,2021-01-02,2021-12-25,52,1300,2936,2963
2021_us_singles,R&B Digital Song Sales,2021-01-02,2021-12-25,52,780,3058,3074
2021_us_singles,R&B Streaming Songs,2021-01-02,2021-12-25,52,780,3153,3169
2021_us_singles,R&B Hip-Hop Digital Sales,2021-01-02,2021-12-25,52,1300,3295,3322
2021_us_singles,R&B Hip-Hop Streaming Songs,2021-01-02,2021-12-25,52,1300,3475,3502
2021_us_singles,Hot R&B Songs,2021-01-02,2021-12-25,52,1300,3616,3643
2021_us_singles,Rap Digital Sales,2021-01-02,2021-12-25,52,780,3762,3778
2021_us_singles,Rap Streaming Songs,2021-01-02,2021-12-25,52,780,3881,3897
2021_us_singles,Rock Digital Sales,2021-01-02,2021-12-25,52,1300,4011,4038
2021_us_singles,Rock Streaming Songs,2021-01-02,2021-12-25,52,1300,4152,4179
2021_us_singles,Hard Rock Digital Song Sales,2021-01-02,2021-12-25,52,1300,4274,4301
2021_us_singles,Hard Rock Streaming Songs,2021-01-02,2021-12-25,52,1300,4387,4414
2021_us_singles,Hot Alternative Songs,2021-01-02,2021-12-25,52,1300,4473,4500
2021_us_singles,Alternative Digital Song Sales,2021-01-02,2021-12-25,52,1300,4611,4638
2021_us_singles,Alternative Streaming Songs,2021-01-02,2021-12-25,52,1300,4736,4763
2021_us_singles,Hot Hard Rock Songs,2021-01-02,2021-12-25,52,1300,4846,4873
2021_us_singles,Radio Songs,2021-01-02,2021-12-25,52,2600,4980,5031
2021_us_singles,R&B Airplay,2021-01-02,2021-12-25,52,2600,5151,5202
2021_us_singles,Top 40 Radio - Pop,2021-01-02,2021-12-25,52,2080,5313,5356
2021_us_singles,Top 40 Radio - Rhythmic,2021-01-02,2021-12-25,52,2080,5460,5503
2021_us_singles,Adult R&B Airplay,2021-01-02,2021-12-25,52,1560,5593,5625
2021_us_singles,Mainstream R&B Hip-Hop Airplay,2021-01-02,2021-12-25,52,2080,5724,5767
2021_us_singles,Mainstream Top 40 Recurrents,2021-01-02,2021-12-25,52,980,5851,5872
2021_us_singles,Rap Airplay,2021-01-02,2021-12-25,52,1300,5944,5971
2021_us_singles,Hot Dance Airplay,2021-01-02,2021-12-25,52,2080,6080,6123
2021_us_singles,Rock Airplay,2021-01-02,2021-12-25,52,2600,6229,6280
2021_us_singles,Bubbling Under The Hot 100,2021-01-02,2021-12-25,52,1300,6452,6479
2022_us_singles,Billboard Hot 100,2022-01-01,2022-12-31,53,5300,155,261
2022_us_singles,Country Singles Chart,2022-01-01,2022-12-31,53,3180,482,547
2022_us_singles,Rhythm And Blues Singles Chart,2022-01-01,2022-12-31,53,2650,721,773
2022_us_singles,Adult Contemporary,2022-01-01,2022-12-31,53,1590,931,964
2022_us_singles,Hot Rap Singles,2022-01-01,2022-12-31,53,1325,1078,1106
2022_us_singles,Adult Pop Songs,2022-01-01,2022-12-31,53,2120,1220,1264
2022_us_singles,Digital Song Sales,2022-01-01,2022-12-31,53,2650,1438,1491
2022_us_singles,Hot Rock & Alternative Songs,2022-01-01,2022-12-31,53,2650,1721,1773
2022_us_singles,Hot Rock Songs,2022-06-25,2022-12-31,28,700,1877,1891
2022_us_singles,Mainstream Rock Tracks,2022-01-01,2022-12-31,53,2120,1967,2011
2022_us_singles,Modern Rock Tracks,2022-01-01,2022-12-31,53,2120,2101,2145
2022_us_singles,Hot 100 Recurrent Singles,2022-01-01,2022-12-31,53,1325,2245,2273
2022_us_singles,Country Airplay,2022-01-01,2022-12-31,53,2650,2374,2426
